,TIMESTAMP,BUILDING,FLOOR,CONSUMPTION(kW)
412,2023-04-02 10:00:00,561,1,2.271
413,2023-04-02 11:00:00,561,1,1.6820000000000002
414,2023-04-02 12:00:00,561,1,2.051
415,2023-04-02 13:00:00,561,1,2.3619999999999997
416,2023-04-02 14:00:00,561,1,2.504
417,2023-04-02 15:00:00,561,1,2.516
418,2023-04-02 16:00:00,561,1,2.14
419,2023-04-02 17:00:00,561,1,1.714
420,2023-04-02 18:00:00,561,1,1.4329999999999998
421,2023-04-02 19:00:00,561,1,2.25
422,2023-04-02 20:00:00,561,1,2.5909999999999997
423,2023-04-02 21:00:00,561,1,2.554
424,2023-04-02 22:00:00,561,1,3.389
425,2023-04-02 23:00:00,561,1,3.3269999999999995
426,2023-04-03 00:00:00,561,1,2.6599999999999997
427,2023-04-03 01:00:00,561,1,2.335
428,2023-04-03 02:00:00,561,1,1.3199999999999998
429,2023-04-03 03:00:00,561,1,1.202
430,2023-04-03 04:00:00,561,1,1.367
431,2023-04-03 05:00:00,561,1,1.0630000000000002
432,2023-04-03 06:00:00,561,1,1.29
433,2023-04-03 07:00:00,561,1,1.258
434,2023-04-03 08:00:00,561,1,1.681
435,2023-04-03 09:00:00,561,1,1.5690000000000002
436,2023-04-03 10:00:00,561,1,2.8779999999999997
437,2023-04-03 11:00:00,561,1,1.289
438,2023-04-03 12:00:00,561,1,1.345
439,2023-04-03 13:00:00,561,1,2.176
440,2023-04-03 14:00:00,561,1,1.97
441,2023-04-03 15:00:00,561,1,2.7579999999999996
442,2023-04-03 16:00:00,561,1,1.517
443,2023-04-03 17:00:00,561,1,1.361
444,2023-04-03 18:00:00,561,1,1.191
445,2023-04-03 19:00:00,561,1,1.856
446,2023-04-03 20:00:00,561,1,2.432
447,2023-04-03 21:00:00,561,1,2.208
448,2023-04-03 22:00:00,561,1,2.285
449,2023-04-03 23:00:00,561,1,3.174
450,2023-04-04 00:00:00,561,1,2.444
451,2023-04-04 01:00:00,561,1,1.375
452,2023-04-04 02:00:00,561,1,1.277
453,2023-04-04 03:00:00,561,1,1.038
454,2023-04-04 04:00:00,561,1,0.999
455,2023-04-04 05:00:00,561,1,1.0390000000000001
456,2023-04-04 06:00:00,561,1,1.9969999999999999
457,2023-04-04 07:00:00,561,1,1.1380000000000001
458,2023-04-04 08:00:00,561,1,1.447
459,2023-04-04 09:00:00,561,1,1.4289999999999998
460,2023-04-04 10:00:00,561,1,1.121
461,2023-04-04 11:00:00,561,1,1.174
462,2023-04-04 12:00:00,561,1,1.4909999999999999
463,2023-04-04 13:00:00,561,1,1.3559999999999999
464,2023-04-04 14:00:00,561,1,2.2520000000000002
465,2023-04-04 15:00:00,561,1,1.858
466,2023-04-04 16:00:00,561,1,1.0070000000000001
467,2023-04-04 17:00:00,561,1,1.363
468,2023-04-04 18:00:00,561,1,1.553
469,2023-04-04 19:00:00,561,1,2.666
470,2023-04-04 20:00:00,561,1,2.117
471,2023-04-04 21:00:00,561,1,2.4429999999999996
472,2023-04-04 22:00:00,561,1,2.5410000000000004
473,2023-04-04 23:00:00,561,1,2.715
474,2023-04-05 00:00:00,561,1,2.629
475,2023-04-05 01:00:00,561,1,1.303
476,2023-04-05 02:00:00,561,1,1.376
477,2023-04-05 03:00:00,561,1,0.903
478,2023-04-05 04:00:00,561,1,0.8660000000000001
479,2023-04-05 05:00:00,561,1,1.059
480,2023-04-05 06:00:00,561,1,2.372
481,2023-04-05 07:00:00,561,1,1.2959999999999998
482,2023-04-05 08:00:00,561,1,1.3270000000000002
483,2023-04-05 09:00:00,561,1,1.279
484,2023-04-05 10:00:00,561,1,1.21
485,2023-04-05 11:00:00,561,1,1.472
486,2023-04-05 12:00:00,561,1,1.5850000000000002
487,2023-04-05 13:00:00,561,1,2.882
488,2023-04-05 14:00:00,561,1,2.404
489,2023-04-05 15:00:00,561,1,1.7650000000000001
490,2023-04-05 16:00:00,561,1,1.6449999999999998
491,2023-04-05 17:00:00,561,1,2.3329999999999997
492,2023-04-05 18:00:00,561,1,2.395
493,2023-04-05 19:00:00,561,1,1.9359999999999997
494,2023-04-05 20:00:00,561,1,2.137
495,2023-04-05 21:00:00,561,1,2.026
496,2023-04-05 22:00:00,561,1,3.486
497,2023-04-05 23:00:00,561,1,2.012
498,2023-04-06 00:00:00,561,1,2.447
499,2023-04-06 01:00:00,561,1,1.736
500,2023-04-06 02:00:00,561,1,1.491
501,2023-04-06 03:00:00,561,1,1.13
502,2023-04-06 04:00:00,561,1,1.7959999999999998
503,2023-04-06 05:00:00,561,1,1.18
504,2023-04-06 06:00:00,561,1,1.0090000000000001
505,2023-04-06 07:00:00,561,1,1.248
506,2023-04-06 08:00:00,561,1,1.788
507,2023-04-06 09:00:00,561,1,1.481
508,2023-04-06 10:00:00,561,1,1.964
509,2023-04-06 11:00:00,561,1,1.66
510,2023-04-06 12:00:00,561,1,1.974
511,2023-04-06 13:00:00,561,1,2.2880000000000003
512,2023-04-06 14:00:00,561,1,1.838
513,2023-04-06 15:00:00,561,1,2.13
514,2023-04-06 16:00:00,561,1,2.593
515,2023-04-06 17:00:00,561,1,1.907
516,2023-04-06 18:00:00,561,1,1.5470000000000002
517,2023-04-06 19:00:00,561,1,2.6069999999999998
518,2023-04-06 20:00:00,561,1,2.361
519,2023-04-06 21:00:00,561,1,2.442
520,2023-04-06 22:00:00,561,1,2.2110000000000003
521,2023-04-06 23:00:00,561,1,2.9509999999999996
522,2023-04-07 00:00:00,561,1,2.425
523,2023-04-07 01:00:00,561,1,1.346
524,2023-04-07 02:00:00,561,1,1.2349999999999999
525,2023-04-07 03:00:00,561,1,0.86
526,2023-04-07 04:00:00,561,1,1.1949999999999998
527,2023-04-07 05:00:00,561,1,1.1030000000000002
528,2023-04-07 06:00:00,561,1,0.8669999999999999
529,2023-04-07 07:00:00,561,1,1.088
530,2023-04-07 08:00:00,561,1,1.057
531,2023-04-07 09:00:00,561,1,1.107
532,2023-04-07 10:00:00,561,1,1.0670000000000002
533,2023-04-07 11:00:00,561,1,2.1879999999999997
534,2023-04-07 12:00:00,561,1,1.363
535,2023-04-07 13:00:00,561,1,1.351
536,2023-04-07 14:00:00,561,1,1.301
537,2023-04-07 15:00:00,561,1,1.178
538,2023-04-07 16:00:00,561,1,1.124
539,2023-04-07 17:00:00,561,1,1.275
540,2023-04-07 18:00:00,561,1,1.376
541,2023-04-07 19:00:00,561,1,3.184
542,2023-04-07 20:00:00,561,1,2.925
543,2023-04-07 21:00:00,561,1,2.665
544,2023-04-07 22:00:00,561,1,2.3979999999999997
545,2023-04-07 23:00:00,561,1,2.6870000000000003
546,2023-04-08 00:00:00,561,1,3.11
547,2023-04-08 01:00:00,561,1,2.086
548,2023-04-08 02:00:00,561,1,1.605
549,2023-04-08 03:00:00,561,1,1.414
550,2023-04-08 04:00:00,561,1,0.9159999999999999
551,2023-04-08 05:00:00,561,1,0.841
552,2023-04-08 06:00:00,561,1,0.8050000000000002
553,2023-04-08 07:00:00,561,1,0.899
554,2023-04-08 08:00:00,561,1,0.903
555,2023-04-08 09:00:00,561,1,1.4289999999999998
556,2023-04-08 10:00:00,561,1,2.092
557,2023-04-08 11:00:00,561,1,1.964
558,2023-04-08 12:00:00,561,1,1.2959999999999998
559,2023-04-08 13:00:00,561,1,1.609
560,2023-04-08 14:00:00,561,1,0.942
561,2023-04-08 15:00:00,561,1,0.976
562,2023-04-08 16:00:00,561,1,2.794
563,2023-04-08 17:00:00,561,1,1.795
